index,ticker,drift,volatility
168,EW,0.1838439855567901,0.3023950705417066
169,EA,0.05231978428630376,0.27285243557436334
170,LLY,0.30203844832977916,0.25767445579033804
171,EMR,0.07888233690774543,0.28131975156732586
172,ENPH,1.0165365779671938,0.7220487650527008
173,ETR,0.06693914216037108,0.2331173398947221
174,EOG,-0.0016416795443039013,0.44458419412257943
175,EFX,0.16646703817213873,0.28964799191444
176,EQIX,0.14006947938903155,0.25388485456453774
177,EQR,0.029660318573574318,0.2556194203016153
178,ESS,0.028167279347148872,0.2546095033164184
179,EL,0.17600337984013076,0.2913716718106775
180,ETSY,0.36158351376455805,0.5601036443501827
181,RE,0.050827642270550345,0.2651706707181271
183,ES,0.07943876762052561,0.22223317976642673
184,EXC,0.013121652391373138,0.26671944527048563
185,EXPE,0.030876234269476454,0.44389355026712685
186,EXPD,0.12619122100759897,0.23293284126715527
187,EXR,0.18076566859635929,0.243736569997873
188,XOM,0.0015363067112148846,0.3009115114969456
189,FFIV,0.03592244617445223,0.2930280761665082
191,FAST,0.17842512066554056,0.25444329024986634
192,FRT,-0.03775273001760245,0.3167864382808347
193,FDX,0.016215093055679038,0.3312542068748095
194,FIS,-0.019489329282679917,0.2957712452829593
195,FITB,0.07669993215825703,0.37117501889774407
196,FRC,0.14845540245533714,0.29292848741089106
197,FE,0.01082404221768979,0.27063441964012575
198,FISV,0.073894835866816,0.2674608608729451
199,FLT,0.007033955767472202,0.31488150360020883
200,FMC,0.08666706856462988,0.3047113221081164
201,F,0.10712457759939055,0.3846399942815808
202,FTNT,0.40144107970299026,0.3784632703643057
203,FTV,-0.04384071292171553,0.27740329227122995
205,FOXA,-0.04225834666064238,0.3181968588967575
206,FOX,-0.05946925741586606,0.31092678458675466
207,BEN,-0.05159051336810882,0.33999255775221127
208,FCX,0.2800410321192068,0.4862594170699285
209,GPS,-0.16013467766662723,0.5592900477721866
210,GRMN,0.14796251137982597,0.25143337248377395
211,IT,0.20553502142423016,0.3080908905404639
212,GNRC,0.44140302407447346,0.42291069457752023
213,GD,0.0351959049963092,0.23572038190767103
214,GE,-0.02706849428323949,0.4056010544163258
215,GIS,0.11044024271139308,0.215391412361989
216,GM,0.04716124575465293,0.3899583956153577
217,GPC,0.10527216981608135,0.2640721989127288
218,GILD,-0.01692497505115358,0.2378618019919331
219,GPN,0.026741056741044697,0.3302924180423903
221,GS,0.12738476871048451,0.28410973560612607
222,HAL,-0.06523796992735013,0.5202348807497501
223,HBI,-0.10291086750293085,0.42642586761030365
224,HAS,-0.03633090879148547,0.3231687238336069
225,HCA,0.1850128317876867,0.3645935869537966
227,HSIC,0.019605858993663766,0.3104630132494262
228,HES,0.15604347642292277,0.47839783003908
229,HPE,-0.020360508993245992,0.3338827810322718
230,HLT,0.14049710068946955,0.3387680725785352
231,HOLX,0.1583139453731215,0.28050874787846164
232,HD,0.14501191994009355,0.24572750036256086
233,HON,0.07831006661357097,0.24633732583314652
234,HRL,0.05858021761586395,0.198582552670031
235,HST,-0.029954846087882243,0.36755968068380157
237,HPQ,0.10599571438891038,0.34549209378880996
238,HUM,0.13216644960144974,0.28974092091486603
239,HBAN,-0.0032793037166722284,0.34498594787785286
240,HII,-0.02640810799402758,0.28005273859582513
241,IBM,-0.018169571968783285,0.2413945069335417
242,IEX,0.10883404152177446,0.22764309400295524
243,IDXX,0.2248163257718969,0.3016784482102131
245,ITW,0.10749084572818375,0.24039827385311827
246,ILMN,0.0033584360232797317,0.3736759570228641
247,INCY,-0.002252987613271839,0.3188054617291393
248,IR,-0.20412328102950147,0.6780428281675429
249,INTC,-0.05290183828546539,0.30450973091735145
250,ICE,0.10808272052030202,0.2095729697588192
251,IFF,-0.02651695294229508,0.28680745396222096
252,IP,-0.026328874010395333,0.29083443843856155
253,IPG,0.10146186580380089,0.3245934498543365
254,INTU,0.22605601725800503,0.3092433189912372
255,ISRG,0.14064877169886728,0.31747447414951147
256,IVZ,-0.04788497287584446,0.3949898920255444
257,IPGP,-0.09965620189443444,0.41884737885689843
258,IQV,0.18476384960985673,0.30453999789091285
259,IRM,0.10062601933123937,0.287141611101627
260,JBHT,0.13362314650202053,0.26887351403575016
261,JKHY,0.08214468079369522,0.22928756859059335
263,SJM,0.053273380018958094,0.23064946431644998
264,JNJ,0.07099170800031447,0.17959775790071464
265,JCI,0.15453792897983468,0.27097139273482557
266,JPM,0.058153017014161736,0.2775687083760564
267,JNPR,0.03196416499807294,0.25752520516181804
269,K,0.016659488203819264,0.2133567970045525
270,KEY,0.014772742287211725,0.3632598080912067
271,KEYS,0.267744166978813,0.2807468467900598
272,KMB,0.037152472309805354,0.1991544743584343
273,KIM,0.07795115483218368,0.3777592336385041
274,KMI,-0.009113514617664567,0.2845891926980694
275,KLAC,0.330486479538795,0.36844013855648644
276,KHC,-0.07635481754287178,0.2797918339568858
277,KR,0.15471626934638927,0.28396325739599404
279,LH,0.12466418927039034,0.273618946102518
280,LRCX,0.29948480303064634,0.40671338008763835
281,LW,0.018053465586135624,0.32684420035828027
282,LVS,-0.13545917188412346,0.41262728295457884
283,LEG,-0.020562107611496298,0.34230175707763
284,LDOS,0.11236536769347376,0.2615231021892027
285,LEN,0.15455728504252822,0.3809129826989879
286,LNC,-0.05348555194242796,0.5032675080111187
288,LYV,0.16223633370027943,0.43638905583875703
289,LKQ,0.13827406038299447,0.3633376384094601
290,LMT,0.06178249798119735,0.2329376131192934
291,L,0.039255533261992714,0.27610982339512274
292,LOW,0.21387945120744292,0.2999846575619047
294,LYB,-0.015178448513763751,0.3716726099942156
295,MTB,-0.016572313229340763,0.3319366324126936
296,MRO,0.043918271839533556,0.5640314261695113
297,MPC,0.051357837077625854,0.4174318349621694
298,MKTX,0.10733759394258008,0.3073192024624948
299,MAR,0.05027345488210475,0.39537873401869966
300,MMC,0.1693210475764641,0.20163506509690748
301,MLM,0.15433482620968939,0.3083601355018316
302,MAS,0.10801821870270654,0.27680946187644656
303,MA,0.1484366649795125,0.2816067886871986
304,MTCH,0.40586964351518623,0.5732967010940497
305,MKC,0.09529300298529975,0.22077036152450077
306,MCD,0.10303403744939202,0.2077200642957063
307,MCK,0.20945592473184538,0.2761341561765019
308,MDT,0.034455682189086345,0.23220259909252097
309,MRK,0.06529540435399392,0.20519464970492235
310,MET,0.09970359811783974,0.3123060942613819
311,MTD,0.22275656591041026,0.2700043370795738
312,MGM,0.06742721289853246,0.5035302109682724
313,MCHP,0.14564525577238768,0.36794161910803014
314,MU,0.120942935150126,0.4090098980165382
315,MSFT,0.268955431046515,0.23965404099633378
316,MAA,0.16105028387040846,0.23197372329855537
318,MHK,-0.06745024538080423,0.4371170182258064
319,TAP,-0.07040314484313036,0.30256977463944423
320,MDLZ,0.09654909561875917,0.18229903825987007
321,MPWR,0.3425395606742979,0.3892728290542641
322,MNST,0.13211283128828918,0.2553554610569519
323,MCO,0.17412053044498582,0.2732668527523156
324,MS,0.17831836364966375,0.30742516803197567
325,MSI,0.17838212934390812,0.25340737874620667
326,MSCI,0.3071270209258895,0.2985869045606833
327,NDAQ,0.20111139537910228,0.23024056613796876
328,NTAP,0.03309117041378311,0.3347170215538962
329,NFLX,0.0224435995470328,0.39587565018584686
330,NWL,-0.018449181441997923,0.40038403206417555
331,NEM,0.1309297819420696,0.29814695577913924
332,NWSA,0.10182250970539009,0.304768441222853
333,NWS,0.09591072438938172,0.31065304922509684
334,NEE,0.17768024841778846,0.23297782459053737
336,NKE,0.14710446920860915,0.29696196702774774
337,NI,0.013015457054671126,0.22689662519789477
338,NSC,0.1286699946243582,0.2717252024070522
339,NTRS,0.012277615211647053,0.29016083747182764
340,NOC,0.09091456242978241,0.24545296027650101
342,NCLH,-0.30572317295801904,0.6801814386659181
343,NRG,0.04130508859950421,0.3229633151331707
344,NUE,0.19191219713841384,0.35696713592141
345,NVDA,0.37260748129028465,0.42781983852924216
346,NVR,0.13236250628190965,0.3295469262899712
347,NXPI,0.17344315066920937,0.38757914646563735
348,ORLY,0.21673760454273208,0.2466364099424154
349,OXY,-0.11450779265530332,0.5731541727955554
350,ODFL,0.30919347358232185,0.29366541158471293
351,OMC,-0.006550520727990313,0.28772432938958525
352,OKE,-0.027065300218214464,0.4760415309320296
353,ORCL,0.13155955973608763,0.24022281370746046
356,PCAR,0.08733811764855928,0.24217003615246943
357,PKG,0.07689075492782582,0.27387540012678235
358,PH,0.14974085298901327,0.3282450635192264
359,PAYX,0.1460874541757321,0.24144066479433066
360,PAYC,0.2786183477987836,0.4137400437822722
361,PYPL,0.11167611360910168,0.36387992681681464
362,PENN,0.16931441911377912,0.7077185584688854
363,PNR,0.046925292607658854,0.34646609145894103
365,PEP,0.10511251486256391,0.17083057872452717
366,PKI,0.1797663792196901,0.2875053967034483
367,PFE,0.054978750454401884,0.2309981104155171
368,PM,0.0324235020569556,0.24836829837403598
369,PSX,-0.05332343033976302,0.3660806427723264
370,PNW,-0.03951610852515363,0.23180384764451215
371,PXD,0.07052842828190461,0.44233169684027024
372,PNC,0.0657707091231624,0.29567992320785125
373,POOL,0.2737132643426564,0.294503520605055
374,PPG,0.06594490549938829,0.27455479976105057
375,PPL,-0.015576079286768093,0.23758933752466427
376,PFG,0.07102061333281193,0.34875533621372484
377,PG,0.13872558606392413,0.18286650885985642
378,PGR,0.15208049056879505,0.22241621038200698
379,PLD,0.1841301226086761,0.2528303025552247
380,PRU,0.0105526566835674,0.3374976248940148
381,PTC,0.10364235532427046,0.34506486595942687
382,PEG,0.04710055596644804,0.2165144736589789
383,PSA,0.1172954754709316,0.21271163927324033
384,PHM,0.13057197131244158,0.3766080010519578
385,PVH,-0.13792494425597876,0.5113277410554766
386,QRVO,0.15072031980343595,0.37231368936378967
387,QCOM,0.233159924421436,0.34023152030232884
388,PWR,0.3568198399565057,0.31234322975456447
389,DGX,0.09614434616863186,0.24699832198745225
390,RL,-0.02625316149187517,0.3966089672601805
391,RJF,0.1536946503034866,0.3111188219953029
393,O,0.03181052544438157,0.27246342400810386
394,REG,0.005845842977530706,0.326643856946612
395,REGN,0.1748541295783837,0.28579224247469903
396,RF,0.06544559240078193,0.3604237547137791
397,RSG,0.15946566399158438,0.18345991793946514
398,RMD,0.22378971398786368,0.29510002970560306
399,RHI,0.10922686360887104,0.31288466642387364
400,ROK,0.12002880557918758,0.3034719471620665
401,ROL,0.11793356152247454,0.2505873660144566
402,ROP,0.10941680874119127,0.22887972105538726
403,ROST,0.03227599021743173,0.34810697377991745
404,RCL,-0.17885354880325582,0.6037866515198302
405,SPGI,0.1819991772182966,0.24779549923473984
406,CRM,0.10354226855238294,0.32974024988609413
407,SBAC,0.16802580580535945,0.2513866630052179
408,SLB,-0.11104071819201818,0.44658016541339773
409,STX,0.1232711945188975,0.35876971647752787
410,SEE,0.09141915883240086,0.302781233855944
411,SRE,0.06299775715406912,0.2432914469251037
412,NOW,0.2760502857751117,0.37703122818389495
413,SHW,0.17625746232391765,0.26595741352995383
414,SPG,-0.09796871656553306,0.42155450612895673
415,SWKS,0.09944512373333583,0.3481854514256262
416,SNA,0.0891881598797435,0.28275442181270427
417,SO,0.1015359556412104,0.21787705787949535
418,LUV,-0.07127940100859075,0.35384720106925494
419,SWK,-0.02559092571474074,0.35883869148916375
420,SBUX,0.11768499773051382,0.271093523685943
421,STT,-0.008865157668036807,0.33187177666739515
422,STE,0.1794534926968002,0.24052852575846512
423,SYK,0.09094922220305023,0.27449514753413273
424,SIVB,0.1661230450882444,0.4498728081595746
425,SYF,0.04658351758097923,0.4128640383815826
426,SNPS,0.33624280727022543,0.2867245027088498
427,SYY,0.05299497788001401,0.3588305546169135
428,TMUS,0.20342280352263972,0.2410488021596782
429,TROW,0.08512926657660169,0.29489512369211185
430,TTWO,0.06691276454639909,0.32833359039007953
431,TPR,-0.027664267495125777,0.46981358065443507
432,TGT,0.2599013267393875,0.3139936250892017
433,TEL,0.1103891893250697,0.27824593669259146
434,TDY,0.17504989135561938,0.28009374137059084
435,TFX,0.018539834542851144,0.29597391665331235
436,TER,0.2769274864648514,0.3991247812272581
437,TSLA,0.751881335605015,0.5699963571891783
438,TXN,0.14074307298621105,0.25629205675051075
439,TXT,0.04551045959481452,0.35720119286800517
440,COO,0.08966891306780804,0.2492505221670109
441,HIG,0.07703969437443799,0.3193322236254748
442,HSY,0.18058781853339625,0.19596780238532638
443,MOS,0.14996581866576011,0.4693139354721994
444,TRV,0.0627008423549025,0.23331174326422588
445,DIS,0.03599280836048959,0.28960738157456123
446,TMO,0.2474505903290248,0.2463300488082684
447,TJX,0.097901192905023,0.2983698183420732
448,TSCO,0.2632680574650771,0.27535376069657186
450,TDG,0.14517058217894235,0.3847847200708431
451,TRMB,0.17383887276064888,0.3424559588010331
454,TYL,0.17871413893263435,0.2674890271562648
455,TSN,0.0326728606488239,0.27589940996805973
456,USB,-0.010448192579678137,0.2873806144552587
457,UDR,0.05226532648083567,0.2519129011491351
458,ULTA,0.11321795066694829,0.39046978251330544
459,UAA,-0.1041235696897411,0.49116609701678704
460,UA,-0.1130182566014097,0.47932243871614433
461,UNP,0.11730107871034479,0.2556194344048456
462,UAL,-0.17745680432846536,0.5376567343885449
463,UPS,0.15740226871766025,0.2619589976482379
464,URI,0.23056373251102308,0.4257625758452725
465,UNH,0.19239663121433717,0.2511955462020675
466,UHS,0.0011436526643991394,0.3424014760637062
467,VLO,-0.001444834475510816,0.4158546531285823
468,VTR,-0.03670155451575058,0.41988491345494416
469,VRSN,0.08436857738460601,0.25204082902594105
470,VRSK,0.1384232231070866,0.22307998680212665
471,VZ,-0.030462742973462048,0.17340404380518123
472,VRTX,0.10725373135645758,0.27766667471175416
473,VFC,-0.1349826762704194,0.3483795498052146
476,V,0.11791922234789394,0.24914935082018744
477,VNO,-0.20501308117544015,0.3570443185320397
478,VMC,0.10812251560429091,0.30876090256029537
479,WRB,0.1566652143484011,0.23928041250810933
480,GWW,0.15132775744834284,0.2782692604985312
481,WAB,0.018768326929438618,0.3382823814145812
482,WBA,-0.12218547971455368,0.2945326349589218
483,WMT,0.10848161146642392,0.20217750108100246
484,WM,0.14743076415344827,0.18715958958539244
485,WAT,0.13483244791748772,0.2748252135229596
486,WEC,0.0901352840605031,0.21930831660244063
487,WFC,-0.05003098895697381,0.3219543182694443
489,WST,0.3285680862804783,0.2863261733557952
490,WDC,-0.07115183319970236,0.45777747685112774
491,WU,-0.0333599896151885,0.2642102559340931
492,WRK,-0.03702949587854527,0.35648451777353796
493,WY,0.0431222617293068,0.3237383274437949
494,WHR,0.07725211271256238,0.3455129138782724
495,WMB,0.031993760412932455,0.32687428214692815
497,WYNN,-0.16910845604581315,0.5182269224714636
498,XEL,0.09381499417093708,0.20130506981444699
500,XYL,0.09314373843215847,0.27649965997743114
501,YUM,0.08411396721943842,0.2358175763435588
502,ZBRA,0.24925114164390483,0.35341345528391077
503,ZBH,0.01624837621558884,0.29147606602872894
504,ZION,0.033619190719863856,0.3452858529528497
505,ZTS,0.19200003003716629,0.24808043345527628
