index,ticker,drift,volatility
1,MMM,-0.08226918499445922,0.23872946183475682
2,AOS,0.044197457484259066,0.26602463307661606
3,ABT,0.1511490721560318,0.2302713722242517
4,ABBV,0.11859563392365816,0.2667425759830509
6,ACN,0.17869526112758444,0.25000463376894905
7,ATVI,0.07458442989808375,0.3050859502756542
8,ADM,0.16160742522960872,0.2379286796109386
9,ADBE,0.17139244260865355,0.30736223030481125
10,AAP,0.08909689255007619,0.3072183805107545
11,AMD,0.4604844557462567,0.46876667886675705
12,AES,0.1633325962695213,0.32311865861829736
13,AFL,0.06721639273713574,0.27268734803184924
14,A,0.2004177101488843,0.2567472907751887
15,APD,0.12471287024556926,0.23428566533040165
16,AKAM,0.09387538879240866,0.26180024082014836
17,ALK,-0.06765895007685892,0.4292204970621025
18,ALB,0.27207771512448187,0.42806825990239156
19,ARE,0.0796147910813964,0.2306304372321392
20,ALGN,0.09136516784005305,0.47397692536481834
21,ALLE,0.07478167999835941,0.2744958877845935
22,LNT,0.0789944641002609,0.2109322081391898
23,ALL,0.07784170668220311,0.24746209714257378
24,GOOGL,0.21054431029623022,0.25992663323709353
25,GOOG,0.21411349356183657,0.26007426207630946
26,MO,-0.05267356977035484,0.2474550343051245
27,AMZN,0.14474094167692714,0.303115082798394
29,AEE,0.08793339220188605,0.21297428817554329
30,AAL,-0.25054190251120273,0.5636445881917851
31,AEP,0.05771609404605123,0.21172790565290392
32,AXP,0.12052496933670666,0.3290169823412582
33,AIG,0.017760838771933383,0.3686179510385536
34,AMT,0.12298297259821539,0.23991946357926514
35,AWK,0.15148904836233912,0.22556830498500988
36,AMP,0.19531079723436243,0.3406398854282942
37,ABC,0.13612107391806502,0.27011869660829946
38,AME,0.1483732057408074,0.2541541189208327
39,AMGN,0.07107818789202262,0.2223346094007043
40,APH,0.1430258988703411,0.2412466955083793
41,ADI,0.14864778170231416,0.28734660212145685
42,ANSS,0.15307115710394675,0.28933865473521714
44,AON,0.17028908023062966,0.2277326844942046
45,APA,-0.035373244242507706,0.6777735110530148
46,AAPL,0.33739042950253817,0.2764178277007881
47,AMAT,0.26861364146998856,0.3879208768544966
48,APTV,0.09901096753339308,0.41938684990125774
49,ANET,0.1580714805638841,0.38514035657995666
50,AJG,0.2307107380361047,0.2181989320717669
51,AIZ,0.13069005808627554,0.2590340120295247
52,T,-0.12254959179056864,0.24572892312800682
53,ATO,0.03771294852254718,0.21051643483775592
54,ADSK,0.14924831452967316,0.35683460868089056
55,ADP,0.13585220530800807,0.23555350860562443
56,AZO,0.2569713364096769,0.2531553222248311
57,AVB,0.03654749951224591,0.25070806818204866
58,AVY,0.1614720558589377,0.27580612488778294
61,BAC,0.07099915517461396,0.3077816113799199
63,BAX,-0.012612833734760872,0.22444986038120648
64,BDX,0.011796460603221799,0.21387415394113976
65,BRK.B,0.10534162803743341,0.19499973916171986
66,BBY,0.07350377507159465,0.366932315590787
67,BIO,0.19510506902804295,0.29927117791451074
68,TECH,0.24176060876330693,0.2889900112943381
70,BLK,0.12755860306957942,0.2902638599523729
71,BK,-0.02241637949493792,0.28117192399931606
72,BA,-0.19513594069611634,0.45597824516278457
74,BWA,-0.019694492562921617,0.3454817706761866
75,BXP,-0.0753089609552399,0.2986174379127911
76,BSX,0.05954782247609647,0.2760742463964279
77,BMY,0.06800925626672578,0.22555914641249558
78,AVGO,0.21285205634464605,0.3170756294344948
79,BR,0.09650541367842481,0.233009328050581
80,BRO,0.20925222144541467,0.22141715064674977
81,BF.B,0.08175172368035692,0.23752342964585568
82,CHRW,0.03525825367163133,0.2620679453979782
83,CDNS,0.34586007166585886,0.30348491559855734
84,CZR,0.5381261338816805,0.7409307766986929
85,CPB,0.043800209306996615,0.24602234379024596
86,COF,0.08729422924549714,0.39776439783447
87,CAH,0.02765951642445919,0.3026552348779132
88,KMX,0.09775789326011616,0.39059319072607296
89,CCL,-0.4002128770593084,0.6423553941928408
91,CTLT,0.2351672816515758,0.3778171621469193
92,CAT,0.11297784630177314,0.30047160201897527
93,CBOE,0.026469179254435333,0.24878174713260773
95,CDW,0.20237420392426936,0.2799463713190142
96,CE,0.06214910825766995,0.32529247122679944
97,CNC,0.08578922440050905,0.3205208976733292
98,CNP,0.0023052752481769433,0.26912409531728937
101,CF,0.16523205260331822,0.3970438065810186
102,CRL,0.24216832689063106,0.3343733334685983
103,SCHW,0.12272301289210374,0.3228225318509439
104,CHTR,0.12670602676140408,0.2862370070877761
105,CVX,0.040104055389192234,0.30360405464012313
106,CMG,0.34141147293626684,0.3453422635599187
107,CB,0.09505681510604203,0.23803759878072323
108,CHD,0.11702903180160916,0.21136273685478765
109,CI,0.09873074964212608,0.306337343094542
110,CINF,0.09403674698681196,0.2929678315867793
111,CTAS,0.21194188627586658,0.27381479588883684
112,CSCO,0.02111388105343332,0.2435468698759585
113,C,-0.061321982059281514,0.3407476505874922
114,CFG,0.025494920675233967,0.38063603050798084
116,CLX,0.0250077233247987,0.24571481808106801
117,CME,0.04201022961131895,0.23615963531229292
118,CMS,0.0698164575104853,0.20575036165169852
119,KO,0.06802480167270576,0.19106272026791876
120,CTSH,-0.0011875695538827763,0.2774535241349082
121,CL,0.04369216201501849,0.176771060469128
122,CMCSA,0.045722358054651045,0.2425183014685972
123,CMA,-0.025888534115916146,0.3854428476060185
124,CAG,0.020250479823127596,0.26939439980579283
125,COP,0.08692290639802894,0.396182320761072
126,ED,0.021022063890679205,0.20914296515569714
127,STZ,0.040952990133506194,0.27036267324373764
128,CPRT,0.23076674810898565,0.287219596699946
129,GLW,0.05047944948744146,0.29547923641270607
131,COST,0.2277997325923975,0.20259488012853827
133,CCI,0.11452376768387665,0.23554972403869134
134,CSX,0.11227734451156796,0.26122992176545984
135,CMI,0.11200613062345928,0.2692627731824339
136,CVS,0.09863460641228675,0.25903622355878436
137,DHI,0.1878217540281868,0.3539009222672227
138,DHR,0.2676059475188595,0.23227772908244845
139,DRI,0.07535584072057024,0.41140749987061437
140,DVA,0.12607182329887623,0.3332883713965337
141,DE,0.25645496060440387,0.3045569457811611
142,DAL,-0.11259369232109358,0.44644125789248057
143,XRAY,-0.02569011094967507,0.32133224077560524
144,DVN,0.1107084066475043,0.5588655604609966
145,DXCM,0.3992118712066334,0.4325911951019407
146,FANG,0.0018909368332551272,0.5904487544064574
147,DLR,0.04874399147394138,0.2564796474947458
148,DFS,0.11020908928101898,0.42223984037224044
151,DISH,-0.09842846201194126,0.4352838319845659
152,DG,0.21608652574139403,0.2394010794562054
153,DLTR,0.1007908270989774,0.3354063146362164
154,D,0.011195228268482358,0.21634050806522204
155,DPZ,0.136319681260838,0.28281080101148853
156,DOV,0.1537375506282897,0.26635011769879363
158,DTE,0.02616376138724948,0.24101133884712758
159,DUK,0.06207801641491719,0.20151276597443796
162,DXC,-0.252606517739575,0.5317231120735928
163,EMN,0.03684821408708097,0.3205460919421384
164,ETN,0.18390414017195403,0.2844550187979873
165,EBAY,0.1105561794759882,0.2973791080296572
166,ECL,0.04329822431727239,0.25590725367851436
167,EIX,-0.004641054952388223,0.27464657055147124
